churn_probability,predicted_churn,actual_churn,monthly_charges,tenure,contract,avg_remaining_tenure,clv,rank,risk_level
0.6737711,1,1,52.2,1,Month-to-month,12,626.4000000000001,373,High
0.92622155,1,0,50.75,1,Month-to-month,12,609.0,374,Critical
0.750274,1,1,50.75,1,Month-to-month,12,609.0,375,Critical
0.47152814,1,0,50.6,22,Month-to-month,12,607.2,376,Medium
0.42973194,1,1,50.6,5,Month-to-month,12,607.2,377,Medium
0.40516683,1,0,50.5,3,Month-to-month,12,606.0,378,Medium
0.9167277,1,1,50.5,1,Month-to-month,12,606.0,379,Critical
0.93815535,1,1,50.45,1,Month-to-month,12,605.4000000000001,380,Critical
0.91649646,1,1,50.45,1,Month-to-month,12,605.4000000000001,381,Critical
0.3731534,1,0,50.35,6,Month-to-month,12,604.2,382,Medium
0.7510105,1,0,50.3,2,Month-to-month,12,603.5999999999999,383,Critical
0.35284495,1,0,50.25,3,Month-to-month,12,603.0,384,Medium
0.70936424,1,0,50.15,1,Month-to-month,12,601.8,385,Critical
0.5227303,1,0,50.05,1,Month-to-month,12,600.5999999999999,386,High
0.54343075,1,0,49.8,22,Month-to-month,12,597.5999999999999,387,High
0.57197607,1,0,49.6,20,Month-to-month,12,595.2,388,High
0.52137196,1,1,49.35,4,Month-to-month,12,592.2,389,High
0.42815673,1,0,49.3,1,Month-to-month,12,591.5999999999999,390,Medium
0.38672778,1,1,49.15,52,Month-to-month,12,589.8,391,Medium
0.80067384,1,0,49.0,15,Month-to-month,12,588.0,392,Critical
0.41247004,1,0,48.8,7,Month-to-month,12,585.5999999999999,393,Medium
0.38706732,1,0,48.8,15,Month-to-month,12,585.5999999999999,394,Medium
0.5608688,1,0,48.75,4,Month-to-month,12,585.0,395,High
0.7973521,1,0,48.75,1,Month-to-month,12,585.0,396,Critical
0.5560555,1,0,48.2,7,Month-to-month,12,578.4000000000001,397,High
0.7218802,1,1,45.95,1,Month-to-month,12,551.4000000000001,398,Critical
0.5489833,1,0,45.9,29,Month-to-month,12,550.8,399,High
0.7394015,1,1,45.85,1,Month-to-month,12,550.2,400,Critical
0.8014019,1,1,45.4,1,Month-to-month,12,544.8,401,Critical
0.70587534,1,0,45.35,1,Month-to-month,12,544.2,402,Critical
0.37324944,1,0,45.2,11,Month-to-month,12,542.4000000000001,403,Medium
0.9014417,1,0,45.2,1,Month-to-month,12,542.4000000000001,404,Critical
0.73293144,1,0,45.15,1,Month-to-month,12,541.8,405,Critical
0.7239861,1,1,45.1,1,Month-to-month,12,541.2,406,Critical
0.71555465,1,1,45.05,17,Month-to-month,12,540.5999999999999,407,Critical
0.7346325,1,1,44.95,2,Month-to-month,12,539.4000000000001,408,Critical
0.4895423,1,0,44.9,2,Month-to-month,12,538.8,409,Medium
0.4170803,1,0,44.75,3,Month-to-month,12,537.0,410,Medium
0.4316047,1,0,44.55,4,Month-to-month,12,534.5999999999999,411,Medium
0.87944067,1,1,44.55,4,Month-to-month,12,534.5999999999999,412,Critical
0.43568054,1,0,44.4,9,Month-to-month,12,532.8,413,Medium
0.35096958,1,0,44.25,7,Month-to-month,12,531.0,414,Medium
0.60690427,1,1,44.15,1,Month-to-month,12,529.8,415,High
0.44072425,1,0,44.0,1,Month-to-month,12,528.0,416,Medium
0.73897344,1,0,43.35,8,Month-to-month,12,520.2,417,Critical
0.8046092,1,1,43.3,3,Month-to-month,12,519.5999999999999,418,Critical
0.82108057,1,1,42.6,2,Month-to-month,12,511.20000000000005,419,Critical
0.95027137,1,1,41.15,3,Month-to-month,12,493.79999999999995,420,Critical
0.4547007,1,0,40.35,41,Month-to-month,12,484.20000000000005,421,Medium
0.8860217,1,1,40.15,3,Month-to-month,12,481.79999999999995,422,Critical
0.5512798,1,0,39.7,19,Month-to-month,12,476.40000000000003,423,High
0.8289027,1,1,39.65,19,Month-to-month,12,475.79999999999995,424,Critical
0.59803045,1,1,39.1,24,Month-to-month,12,469.20000000000005,425,High
0.6952769,1,0,38.9,16,Month-to-month,12,466.79999999999995,426,High
0.96784806,1,1,35.55,1,Month-to-month,12,426.59999999999997,427,Critical
0.57326216,1,0,35.1,3,Month-to-month,12,421.20000000000005,428,High
0.8833381,1,1,35.1,2,Month-to-month,12,421.20000000000005,429,Critical
0.9053286,1,0,35.0,1,Month-to-month,12,420.0,430,Critical
0.4392568,1,1,34.7,9,Month-to-month,12,416.40000000000003,431,Medium
0.35571328,1,1,34.5,7,Month-to-month,12,414.0,432,Medium
0.5492168,1,1,33.9,10,Month-to-month,12,406.79999999999995,433,High
0.46807176,1,1,30.5,6,Month-to-month,12,366.0,434,Medium
0.8623385,1,1,30.4,2,Month-to-month,12,364.79999999999995,435,Critical
0.43655816,1,1,29.95,1,Month-to-month,12,359.4,436,Medium
0.9236132,1,0,29.9,4,Month-to-month,12,358.79999999999995,437,Critical
0.65329754,1,0,29.9,3,Month-to-month,12,358.79999999999995,438,High
0.43110526,1,0,29.3,43,Month-to-month,12,351.6,439,Medium
0.4004528,1,0,29.15,1,Month-to-month,12,349.79999999999995,440,Medium
0.35453093,1,0,28.5,21,Month-to-month,12,342.0,441,Medium
0.7308689,1,0,25.35,1,Month-to-month,12,304.20000000000005,442,Critical
0.5829932,1,1,25.25,3,Month-to-month,12,303.0,443,High
0.8983956,1,1,25.2,1,Month-to-month,12,302.4,444,Critical
0.94363886,1,1,25.05,1,Month-to-month,12,300.6,445,Critical
0.7004794,1,1,25.05,1,Month-to-month,12,300.6,446,Critical
0.42985296,1,0,24.85,22,Month-to-month,12,298.20000000000005,447,Medium
0.8014718,1,1,24.8,1,Month-to-month,12,297.6,448,Critical
0.55185,1,1,24.6,1,Month-to-month,12,295.20000000000005,449,High
0.40859336,1,0,24.6,9,Month-to-month,12,295.20000000000005,450,Medium
0.580221,1,0,24.4,1,Month-to-month,12,292.79999999999995,451,High
0.43675026,1,0,24.4,1,Month-to-month,12,292.79999999999995,452,Medium
0.51396835,1,0,24.2,1,Month-to-month,12,290.4,453,High
0.49373814,1,0,24.15,35,Month-to-month,12,289.79999999999995,454,Medium
0.62018484,1,0,24.1,19,Month-to-month,12,289.20000000000005,455,High
0.6424569,1,0,24.0,1,Month-to-month,12,288.0,456,High
0.5176326,1,1,23.9,13,Month-to-month,12,286.79999999999995,457,High
0.47392702,1,1,21.0,1,Month-to-month,12,252.0,458,Medium
0.48751616,1,1,20.6,1,Month-to-month,12,247.20000000000002,459,Medium
0.77934,1,0,20.5,1,Month-to-month,12,246.0,460,Critical
0.40286264,1,1,20.4,1,Month-to-month,12,244.79999999999998,461,Medium
0.70642805,1,0,20.35,1,Month-to-month,12,244.20000000000002,462,Critical
0.8213194,1,0,20.25,1,Month-to-month,12,243.0,463,Critical
0.40258434,1,1,20.2,1,Month-to-month,12,242.39999999999998,464,Medium
0.65862036,1,1,20.15,1,Month-to-month,12,241.79999999999998,465,High
0.8694676,1,1,20.1,1,Month-to-month,12,241.20000000000002,466,Critical
0.50206685,1,0,20.05,1,Month-to-month,12,240.60000000000002,467,High
0.48580202,1,0,20.0,1,Month-to-month,12,240.0,468,Medium
0.8469375,1,0,19.9,1,Month-to-month,12,238.79999999999998,469,Critical
0.76660645,1,1,19.8,1,Month-to-month,12,237.60000000000002,470,Critical
0.76660645,1,0,19.75,1,Month-to-month,12,237.0,471,Critical
0.47248748,1,0,19.75,1,Month-to-month,12,237.0,472,Medium
0.76660645,1,1,19.75,1,Month-to-month,12,237.0,473,Critical
0.6946304,1,0,19.75,1,Month-to-month,12,237.0,474,High
0.8894025,1,0,19.75,1,Month-to-month,12,237.0,475,Critical
0.65826994,1,0,19.65,1,Month-to-month,12,235.79999999999998,476,High
0.4283692,1,0,19.55,1,Month-to-month,12,234.60000000000002,477,Medium
0.35103723,1,1,19.5,6,Month-to-month,12,234.0,478,Medium
0.5925644,1,0,19.45,1,Month-to-month,12,233.39999999999998,479,High
0.53169674,1,0,19.45,1,Month-to-month,12,233.39999999999998,480,High
0.55946344,1,0,19.45,1,Month-to-month,12,233.39999999999998,481,High
0.40384054,1,1,19.4,1,Month-to-month,12,232.79999999999998,482,Medium
0.5211818,1,1,19.3,1,Month-to-month,12,231.60000000000002,483,High
